resource_id,name_en,中文译名,state,buildingLevelsNeededPerUnitPerHour,modeledProductionCostPerUnit,modeledStoreWages,modeledUnitsSoldAnHour
35,Software,软件研究,2,0.19481374769625234,114.258263023852,,0
40,Cotton,棉花,0,0.005601575818940184,0.7571683838709796,,0
40,Cotton,棉花,1,0.005750067035781922,0.7850766743502376,,0
40,Cotton,棉花,2,0.005894307540375595,0.81257142338727,,0
41,Fabric,布料,0,0.015601353020668004,2.2205691778690246,,0
41,Fabric,布料,1,0.016036965472801666,2.3037569015196806,,0
41,Fabric,布料,2,0.016460343765803787,2.3857091209686176,,0
42,Iron Ore,铁矿石,0,0.008453451433618569,2.7054472790506323,,0
42,Iron Ore,铁矿石,1,0.008991564229600466,2.8845827576236185,,0
42,Iron Ore,铁矿石,2,0.009528504914546748,3.0637735045723677,,0
43,Steel,钢,0,0.017126315192031748,6.17403432021729,,0
43,Steel,钢,1,0.018359155160839396,6.634071518004573,,0
43,Steel,钢,2,0.019598565986367496,7.097451938128264,,0
44,Sand,沙子,0,0.001437739564446382,0.49609673908957386,,0
44,Sand,沙子,1,0.0015366670044376723,0.5316409126731829,,0
44,Sand,沙子,2,0.0016358662502429005,0.5673668007238595,,0
45,Glass,玻璃,0,0.01786349532792241,7.197232184577424,,0
45,Glass,玻璃,1,0.019305341775841752,7.783333040870458,,0
45,Glass,玻璃,2,0.02076383933273504,8.376465829998903,,0
46,Leather,皮革,0,0.09020809678160922,13.99074899295244,,0
46,Leather,皮革,1,0.09295673918305337,14.557519454523423,,0
46,Leather,皮革,2,0.09563577868621252,15.116805921562005,,0
47,On Board Computer,车载电脑,0,0.6104290342564718,231.60891452504933,,0
47,On Board Computer,车载电脑,1,0.6567250288328685,249.37310556447778,,0
47,On Board Computer,车载电脑,2,0.7033573895770164,267.2773270466818,,0
48,Electric Motor,电动机,0,0.28244504250558594,113.29493477503979,,0
48,Electric Motor,电动机,1,0.30517556532849976,122.88732430327396,,0
48,Electric Motor,电动机,2,0.3282385827480974,132.66121230752154,,0
49,Luxury Car Interior,豪华车内饰,0,1.5258723596765205,472.3582396556638,,0
49,Luxury Car Interior,豪华车内饰,1,1.620053937111845,506.084641749638,,0
49,Luxury Car Interior,豪华车内饰,2,1.7144793808965904,540.0444782316547,,0
50,Car Interior,汽车内饰,0,0.45565133321003354,156.2695343392206,,0
50,Car Interior,汽车内饰,1,0.48687874681198523,168.16425278196093,,0
50,Car Interior,汽车内饰,2,0.5183196123499535,180.18004663162057,,0
51,Car Body,车身,0,1.0841078526883412,400.2431000828141,,0
51,Car Body,车身,1,1.1640925592728224,430.7417714245457,,0
51,Car Body,车身,2,1.2446256091563936,461.5041127736023,,0
52,Combustion Engine,内燃机,0,0.7308140591684127,310.8250747345954,,0
52,Combustion Engine,内燃机,1,0.7933925097425543,339.47164501709165,,0
52,Combustion Engine,内燃机,2,0.8573165860935565,368.9075804724285,,0
53,Economy E Car,经济型电动车,0,4.560052235449811,1687.8849361990797,417.45000000000005,2
53,Economy E Car,经济型电动车,1,4.897457779940566,1817.5537839187427,417.45000000000005,2
53,Economy E Car,经济型电动车,2,5.237370934404523,1948.4615006172346,417.45000000000005,2
54,Luxury E Car,豪华电动车,0,8.788636563235729,3197.2704512105124,417.45000000000005,0.5
54,Luxury E Car,豪华电动车,1,9.427646261288189,3441.633210109271,417.45000000000005,0.5
54,Luxury E Car,豪华电动车,2,10.071182507322568,3688.3101754550285,417.45000000000005,0.5
55,Economy Car,经济型汽车,0,2.9467500182603947,1128.4344845949863,417.45000000000005,2
55,Economy Car,经济型汽车,1,3.172768281418329,1219.8990021740833,417.45000000000005,2
55,Economy Car,经济型汽车,2,3.4013459074022707,1312.729496460404,417.45000000000005,2
56,Luxury Car,豪华汽车,0,5.752700571774589,2163.8843446509118,417.45000000000005,0.5
56,Luxury Car,豪华汽车,1,6.186137630842201,2339.553506039372,417.45000000000005,0.5
56,Luxury Car,豪华汽车,2,6.624539912971594,2517.941412795971,417.45000000000005,0.5
57,Truck,卡车,0,6.89809996565229,2800.8186015539704,417.45000000000005,1
57,Truck,卡车,1,7.460707968859187,3045.215378262768,417.45000000000005,1
57,Truck,卡车,2,8.032890692332312,3295.057741481298,417.45000000000005,1
58,Automotive Research,汽车研究,0,0.2145518064862712,118.43259718042171,,0
58,Automotive Research,汽车研究,1,0.23861786719825268,131.71706269343548,,0
58,Automotive Research,汽车研究,2,0.2636307905547629,145.52419638622914,,0
59,Fashion Research,时尚研究,0,0.13536299192940082,60.71030188033625,,0
59,Fashion Research,时尚研究,1,0.14757531097255566,66.1875269711912,,0
59,Fashion Research,时尚研究,2,0.16002557987572405,71.77147257426223,,0
60,Underwear,内衣,0,0.02147551883013843,3.031204059575944,341.55,25
60,Underwear,内衣,1,0.022069348330737128,3.136225735914774,341.55,25
60,Underwear,内衣,2,0.02264495194191814,3.239185049272398,341.55,25
61,Gloves,手套,0,0.059706390575262266,9.0442889484398,341.55,20
61,Gloves,手套,1,0.06148171668974752,9.394549459952708,341.55,20
61,Gloves,手套,2,0.06320918648256162,9.739492806669688,341.55,20
62,Dress,连衣裙,0,0.0595893971700014,10.562846754036281,341.55,45
62,Dress,连衣裙,1,0.0616774897944069,11.127709656118052,341.55,45
62,Dress,连衣裙,2,0.06373774889035827,11.695561405456298,341.55,45
63,Simmi Shoes,Simmi 鞋,0,0.10267849505389884,16.566368979138637,341.55,30
63,Simmi Shoes,Simmi 鞋,1,0.10593777598939177,17.286602160066415,341.55,30
63,Simmi Shoes,Simmi 鞋,2,0.10912349811624834,18.000994008796457,341.55,30
64,Handbags,手提包,0,0.14967121715111928,22.967675422490018,341.55,20
64,Handbags,手提包,1,0.15418093353842224,23.87120299919537,341.55,20
64,Handbags,手提包,2,0.15857159912648722,24.761483373752256,341.55,20
65,Sneakers,运动鞋,0,0.018266278731175024,6.794271587953286,341.55,30
65,Sneakers,运动鞋,1,0.019632049806918853,7.3977210046962965,341.55,30
65,Sneakers,运动鞋,2,0.02102300936689944,8.015589322079672,341.55,30
66,Seeds,种子,0,0.0011666052658007827,0.1368713983386238,,0
66,Seeds,种子,1,0.001193339667654275,0.140778358888291,,0
66,Seeds,种子,2,0.0012191047284678337,0.14458739330172948,,0
67,Xmas Crackers,圣诞拉炮,0,0.01580596186052483,6.012056632869996,265.65,400
67,Xmas Crackers,圣诞拉炮,1,0.01700874955079077,6.484413034180247,265.65,400
67,Xmas Crackers,圣诞拉炮,2,0.018222368093853268,6.961906140233547,265.65,400
68,Gold Ore,金矿石,0,0.0480293825327823,17.326584414397228,,0
68,Gold Ore,金矿石,1,0.05148923616393041,18.618214607918375,,0
68,Gold Ore,金矿石,2,0.05496763697049069,19.919253003562584,,0
69,Golden Bars,金条,0,9.651097492574104,3484.03837109075,,0
69,Golden Bars,金条,1,10.346821519077272,3743.918276108228,,0
69,Golden Bars,金条,2,11.046303579283439,4005.6999413792314,,0
70,Gold Watch,金表,0,1.171979187382826,414.50045675944665,341.55,3
70,Gold Watch,金表,1,1.254733304893077,445.2390620197452,341.55,3
70,Gold Watch,金表,2,1.3379028282176826,476.2005787312076,341.55,3
71,Necklace,项链,0,2.4362710363814073,874.2521322995151,341.55,2
71,Necklace,项链,1,2.6108349112010596,939.3094443646374,341.55,2
71,Necklace,项链,2,2.786314327525317,1004.838889058023,341.55,2
72,Sugarcane,甘蔗,0,0.004623471772874365,0.9784896816680227,,0
72,Sugarcane,甘蔗,1,0.004817200713909978,1.033879075757962,,0
72,Sugarcane,甘蔗,2,0.0050088487869892825,1.0891275205179614,,0
73,Ethanol,乙醇,0,0.06909270830709047,16.546109282630642,,0
73,Ethanol,乙醇,1,0.07237286758847418,17.527308799208352,,0
73,Ethanol,乙醇,2,0.07562569399700918,18.506856930588448,,0
74,Methane,甲烷,0,0.024404598446938926,11.8847750515231,,0
74,Methane,甲烷,1,0.026805422390552103,13.065399941247822,,0
74,Methane,甲烷,2,0.029272927054156343,14.279731883099764,,0
75,Carbon Fiber,碳纤维,0,0.007091317840588088,3.429813665615728,,0
75,Carbon Fiber,碳纤维,1,0.007783784845180185,3.7663921354828185,,0
75,Carbon Fiber,碳纤维,2,0.00849471658864714,4.112080218137468,,0
76,Carbon Composite,碳复合材料,0,0.0702197573038314,33.02304416068427,,0
76,Carbon Composite,碳复合材料,1,0.07687908575171126,36.179183177834226,,0
76,Carbon Composite,碳复合材料,2,0.08370062885820144,39.41420075079581,,0
77,Fuselage,机身,0,3.07913947623342,1479.4815628903875,,0
77,Fuselage,机身,1,3.377841893964666,1624.6882461884995,,0
77,Fuselage,机身,2,3.684521627621585,1773.9232116184858,,0
78,Wing,机翼,0,2.361869304691623,1107.9873463098074,,0
78,Wing,机翼,1,2.5853455324409946,1214.3491020673948,,0
78,Wing,机翼,2,2.8143555217983107,1323.4631976208875,,0
79,High Grade E Components,高级电子元件,0,1.2113998066238363,447.63822694155067,,0
79,High Grade E Components,高级电子元件,1,1.3008169540618206,481.3289314736296,,0
79,High Grade E Components,高级电子元件,2,1.3907688762232313,515.2571344350594,,0
80,Flight Computer,飞行计算机,0,6.450771670973834,2532.206502203341,,0
80,Flight Computer,飞行计算机,1,6.958578989164872,2744.1903150234416,,0
80,Flight Computer,飞行计算机,2,7.473416203318437,2960.4601703457884,,0
81,Cockpit,驾驶舱,0,6.979904573476434,2706.1701510848534,,0
81,Cockpit,驾驶舱,1,7.5224487860599885,2931.119260108793,,0
81,Cockpit,驾驶舱,2,8.07221249011619,3160.4920469603717,,0
82,Attitude Control,姿态控制,0,1.8186262240734092,807.9473834625043,,0
82,Attitude Control,姿态控制,1,1.981899993722968,889.0032512541426,,0
82,Attitude Control,姿态控制,2,2.1499271991520326,973.2652377887845,,0
83,Rocket Fuel,火箭燃料,0,0.03788662889523503,18.27249498392215,,0
83,Rocket Fuel,火箭燃料,1,0.04157571963897262,20.065052487924447,,0
83,Rocket Fuel,火箭燃料,2,0.045363108653393304,21.90645495096019,,0
84,Fuel Tank,燃料罐,0,11.121256546092946,5211.376788985771,,0
84,Fuel Tank,燃料罐,1,12.172489232956814,5712.947822616763,,0
84,Fuel Tank,燃料罐,2,13.249996246423732,6227.672993187358,,0
85,Solid Rocket,固体火箭,0,8.869272319897402,4481.64655488864,,0
85,Solid Rocket,固体火箭,1,9.77785120499478,4961.925962896368,,0
85,Solid Rocket,固体火箭,2,10.718220703968697,5460.65584338218,,0
86,Rocket Engine,火箭发动机,0,13.494728570201662,5779.008209684527,,0
86,Rocket Engine,火箭发动机,1,14.658606173379441,6315.799406152318,,0
86,Rocket Engine,火箭发动机,2,15.848283134262962,6867.825487119003,,0
87,Heat Shield,隔热罩,0,0.715367012707723,284.71378285964937,,0
87,Heat Shield,隔热罩,1,0.7724649310347518,308.5540630779644,,0
87,Heat Shield,隔热罩,2,0.8303480576422929,332.8066500986114,,0
88,Ion Drive,离子推进器,0,15.186187554961595,5981.438615190975,,0
88,Ion Drive,离子推进器,1,16.385615384029467,6481.116871033805,,0
88,Ion Drive,离子推进器,2,17.60138094307381,6989.981565389164,,0
89,Jet Engine,喷气发动机,0,6.047645272750748,2499.5926723132065,,0
89,Jet Engine,喷气发动机,1,6.550116799348526,2721.6946570060445,,0
89,Jet Engine,喷气发动机,2,7.06187760656485,2949.179399441685,,0
90,Sub Orbital Second Stage,亚轨道二级,0,124.45655901448232,53039.08408929955,,0
90,Sub Orbital Second Stage,亚轨道二级,1,135.12407942981028,57809.529242414545,,0
90,Sub Orbital Second Stage,亚轨道二级,2,145.99852221167927,62691.19945689371,,0
91,Sub Orbital Rocket2,亚轨道火箭,0,134.69169576712605,58557.42174864268,645.15,1
91,Sub Orbital Rocket2,亚轨道火箭,1,146.4827870434139,63971.32521944506,645.15,1
91,Sub Orbital Rocket2,亚轨道火箭,2,158.5298378151299,69527.99432898259,645.15,1
92,Orbital Booster,轨道助推器,0,760.5212233786567,339396.4018208805,,0
92,Orbital Booster,轨道助推器,1,828.9320060013681,371522.42084055237,,0
92,Orbital Booster,轨道助推器,2,898.9627238538293,404539.94431727397,,0
93,Starship,星舰,0,192.55246446317497,84956.74362741587,,0
93,Starship,星舰,1,209.67178857161454,92944.80504460703,,0
93,Starship,星舰,2,227.18703497787553,101153.83491247233,,0
94,BFR,BFR,0,957.1712811400706,427463.2187616599,645.15,1
94,BFR,BFR,1,1043.3463637988102,468066.8359275615,645.15,1
94,BFR,BFR,2,1131.5890435301503,509822.1963158665,645.15,1
95,Jumbojet2,巨型客机,0,262.3844933110772,117914.49282217186,645.15,1
95,Jumbojet2,巨型客机,1,286.1840844922776,129421.73354727181,645.15,1
95,Jumbojet2,巨型客机,2,310.61205045315023,141295.8589481298,645.15,1
96,Private Jet,豪华喷气机,0,91.33107300357611,41489.74045268213,645.15,1
96,Private Jet,豪华喷气机,1,99.70501453558225,45536.191330114205,645.15,1
96,Private Jet,豪华喷气机,2,108.29969456516848,49712.62344415295,645.15,1
97,Single Engine,单引擎飞机,0,37.652943523072466,17513.118609185498,645.15,1
97,Single Engine,单引擎飞机,1,41.186777401805664,19211.02508482617,645.15,1
97,Single Engine,单引擎飞机,2,44.811453811985565,20957.48558506819,645.15,1
98,Quadcopter,四轴无人机,0,1.0448969794204614,420.8201217791812,189.75,1
98,Quadcopter,四轴无人机,1,1.1293732190169494,456.9590044458487,189.75,1
98,Quadcopter,四轴无人机,2,1.215184828319913,493.89970247489845,189.75,1
99,Satellite,卫星,0,62.00401265930539,26875.980514202518,645.15,1
99,Satellite,卫星,1,67.4274892656665,29489.08364542424,645.15,1
99,Satellite,卫星,2,72.99356954986705,32197.94936807411,645.15,1
100,Aero Research,航天研究,0,1094.4789502092506,487374.40669411514,,0
100,Aero Research,航天研究,1,1192.7192877589114,533533.8070013912,,0
100,Aero Research,航天研究,2,1293.2921421430297,580992.3531076846,,0
101,Reinforced Concrete,钢筋混凝土,0,0.26907811342796484,94.29300320910632,,0
101,Reinforced Concrete,钢筋混凝土,1,0.2878856076980508,101.09473647925276,,0
101,Reinforced Concrete,钢筋混凝土,2,0.30675271879844873,107.93033695330517,,0
102,Bricks,砖,0,0.0031827458286481517,1.1651455145971734,189.75,80
102,Bricks,砖,1,0.003415339593778958,1.2512595715460795,189.75,80
102,Bricks,砖,2,0.003649035021420298,1.3378325161749713,189.75,80
103,Cement,水泥,0,0.009120622021295741,3.1374566263259,189.75,60
103,Cement,水泥,1,0.009745984419983037,3.3592180214001557,189.75,60
103,Cement,水泥,2,0.01037250442465246,3.581776732911478,189.75,60
104,Clay,黏土,0,0.0013048634241621833,0.4097826147199488,,0
104,Clay,黏土,1,0.0013863190174904626,0.43638445855156044,,0
104,Clay,黏土,2,0.001467501514362057,0.4629642757923372,,0
105,Limestone,石灰石,0,0.002002129754147992,0.6518684314472183,,0
105,Limestone,石灰石,1,0.002131869643570253,0.6959168410737753,,0
105,Limestone,石灰石,2,0.002261487417760351,0.7400382429586758,,0
106,Wood,木材,0,0.01651424978952973,2.3704627396742812,,0
106,Wood,木材,1,0.016979847263696703,2.4653900265216233,,0
106,Wood,木材,2,0.017433471188114627,2.5591764780875215,,0
107,Steel Beams,钢梁,0,0.025575245849786113,10.155587208610278,,0
107,Steel Beams,钢梁,1,0.0276109016962989,10.99514427518313,,0
107,Steel Beams,钢梁,2,0.029672485509883648,11.847287352329747,,0
108,Planks,木板,0,0.0161717325913024,5.007986887264768,189.75,120
108,Planks,木板,1,0.017176103717141112,5.428119994457215,189.75,120
108,Planks,木板,2,0.01819459702524144,5.857395310305694,189.75,120
109,Windows,窗户,0,0.13044007850686368,54.61080455081742,189.75,30
109,Windows,窗户,1,0.1414072759065603,59.345257310556754,189.75,30
109,Windows,窗户,2,0.1525539737428541,64.16575499004281,189.75,30
110,Tools,工具,0,0.24475197927581513,93.70469910367272,189.75,40
110,Tools,工具,1,0.26350740210429063,101.15883912297762,189.75,40
110,Tools,工具,2,0.2824484645583024,108.7014702384616,189.75,40
111,Construction Units,建造单位,0,3.2746640254695074,1251.5039454899588,,0
111,Construction Units,建造单位,1,3.525184687829361,1351.3528745519184,,0
111,Construction Units,建造单位,2,3.778244046013953,1452.474843258704,,0
112,Bulldozer,推土机,0,2.7786105791361364,1120.309039116139,,0
112,Bulldozer,推土机,1,3.003512791296535,1216.591915995765,,0
112,Bulldozer,推土机,2,3.231969820852355,1314.8601553111473,,0
113,Materials Research,材料研究,0,0.26978429158253375,111.69069671516897,,0
113,Materials Research,材料研究,1,0.2921761398053953,120.96092187943366,,0
113,Materials Research,材料研究,2,0.31485792298048626,130.35118011392132,,0
114,Robots,机器人,0,1.1373568596487593,450.0799357108209,,0
114,Robots,机器人,1,1.2275071140565947,486.57244362623067,,0
114,Robots,机器人,2,1.3186745148650265,523.5464882892187,,0
115,Cow,奶牛,0,0.4632014786361744,76.25805714851508,,0
115,Cow,奶牛,1,0.4782290677152668,79.83152692280328,,0
115,Cow,奶牛,2,0.4929634697406685,83.38150652712969,,0
116,Pig,猪,0,0.15667036680489477,25.547332274047974,,0
116,Pig,猪,1,0.1617032831221393,26.72865574200417,,0
116,Pig,猪,2,0.16663517174401804,27.901665483532415,,0
117,Milk,牛奶,0,0.02716312370500713,4.447784327589622,645.15,0
117,Milk,牛奶,1,0.028038477701024404,4.644175593378594,645.15,0
117,Milk,牛奶,2,0.02889457851252995,4.838645440465237,645.15,0
118,Coffee Beans,咖啡豆,0,0.0038668378537599253,0.49698423783360896,,0
118,Coffee Beans,咖啡豆,1,0.003964170070253748,0.513897821987704,,0
118,Coffee Beans,咖啡豆,2,0.0040584641921276865,0.5305113673170679,,0
119,Coffee Ground,咖啡粉,0,0.07915340440267221,20.333909694131275,151.8,100
119,Coffee Ground,咖啡粉,1,0.0831965820630771,21.668055696201822,151.8,100
119,Coffee Ground,咖啡粉,2,0.08722919014910514,23.006719725631527,151.8,100
120,Vegetables,蔬菜,0,0.010590596932105841,1.499320615679024,,0
120,Vegetables,蔬菜,1,0.010884986039264744,1.558288637215739,,0
120,Vegetables,蔬菜,2,0.011171612273476997,1.6165132179375876,,0
121,Bread,面包,0,0.3010036854630962,102.80449463965789,645.15,0
121,Bread,面包,1,0.3215916763639164,111.10484999328038,645.15,0
121,Bread,面包,2,0.3424071927720108,119.52958557615369,645.15,0
122,Cheese,奶酪,0,0.19585073147614443,68.46473147673622,151.8,30
122,Cheese,奶酪,1,0.20951715003660626,73.5153317447319,151.8,30
122,Cheese,奶酪,2,0.22324686279514794,78.59533732571877,151.8,30
123,Apple Pie,苹果派,0,0.44821271146853675,159.03103379479182,151.8,10
123,Apple Pie,苹果派,1,0.48007095614232465,171.9774151587316,151.8,10
123,Apple Pie,苹果派,2,0.5122997290313998,185.11598993227733,151.8,10
124,Orange Juice,橙汁,0,0.07962872841025133,18.945949161708363,151.8,15
124,Orange Juice,橙汁,1,0.08338665867769919,20.09088128559387,151.8,15
124,Orange Juice,橙汁,2,0.08711715207761611,21.23520644406057,151.8,15
125,Apple Cider,苹果酒,0,0.08975948829249263,16.89245070832409,151.8,15
125,Apple Cider,苹果酒,1,0.09308911316302905,17.69129787320276,151.8,15
125,Apple Cider,苹果酒,2,0.09635468627870655,18.480832213319133,151.8,15
126,Ginger Beer,姜汁啤酒,0,0.10006218868465078,27.05564531910737,151.8,10
126,Ginger Beer,姜汁啤酒,1,0.10544057868625505,28.81633560579997,151.8,10
126,Ginger Beer,姜汁啤酒,2,0.11080211503771163,30.580190541276366,151.8,10
127,Pizza,披萨,0,0.7886227809604395,253.23826071143023,151.8,10
127,Pizza,披萨,1,0.8391977205507947,272.1983540854805,151.8,10
127,Pizza,披萨,2,0.8900619032963407,291.3377876697846,151.8,10
128,Pasta,意面,0,0.1623572742082658,39.99338778998053,,0
128,Pasta,意面,1,0.17030292216285742,42.54766811076815,,0
128,Pasta,意面,2,0.17821537682062785,45.10847488110718,,0
129,Hamburger,汉堡,0,2.3949330469904724,1301.8137012401812,645.15,0
129,Hamburger,汉堡,1,2.661019290483073,1464.6718224271067,645.15,0
129,Hamburger,汉堡,2,2.940748198824688,1636.5365742618942,645.15,0
130,Lasagna,千层面,0,2.106519892672926,1223.6913011426147,645.15,0
130,Lasagna,千层面,1,2.3570040173857527,1380.694744516906,645.15,0
130,Lasagna,千层面,2,2.621038004532034,1546.62091524684,645.15,0
131,Meatballs,肉丸,0,2.444440664728491,1438.0083529777407,645.15,0
